Address
2050 E. 93rd Street 
2106 E. 79th St. 
2114 W. 22nd Pl. 
212 S. Francisco 
2141 S. Tan Ct. 
2145 E. 83rd St. 
2145 N. Halsted 
2150 W. Harrison St. 
221 E. 51st St. 
2211 W. 18th Pl. 
2222 N. Kedzie Ave. 
2257 E. 71st St. 
228 E. 61st Street 
2325 S. California 
2326 S. Dearborn 
2334 E. 75th Street 
2400 E. 105th St 
2401 S. Wabash 
2424 W. Touhy 
2434 S. Kildare 
2434 W. 71st St. 
2446 N. Ridgeway Ave. 
2501 W. 71st Street 
2507 N. Greenview 
2516 W. Division 
2610 N. Francisco 
2610 W. 25th Pl. 
2643 S. Central Park Ave. 
2649 W. 51st Street 
2653 W. Ogden 
2656 W. 71st St. 
2700 S. Western Ave. 
2718 W. 59th St. 
2820 N. Leavitt 
2929 S. Wabash 
2929 W. 19th St. 
2938 E. 91st Street 
2950 W. 25th Street 
2974 N. Clybourn 
301 N. Mayfield 
3012-16 E. 92nd St. 
3023 W. Montrose 
3027 W. Palmer St. 
3030 N. Kedzie 
3038 W. 59th St. 
3039 E. 91st Street 
3050 E. 92nd St. 
3053 S. Normal 
3137 W. 71st Street 
3141 W. Jackson 
316 N. Pulaski 
3215 W. 63rd Street 
3222 W. Division 
3300 N. Whipple 
3401 W. Ainslie 
3401 W. McLean St. 
3415 W. 13th Pl 
3416 ? -18 W. 79th Street 
3420 W. Fullerton 
3430 W. Roosevelt Rd. 
3449 W. Arthington 
3450-54 W. 79th St 
3473 W. Columbus 
360-364 E. 61st 
3613 West Devon 
3630 S. Wells Rm. 105 
3641 S. Rhodes 
37 W. 47th Street 
3701 W. Ogden 
3801 S. Wabash 
3855 N. Seeley 
3863 W. Harrison 
3901 N. Ridgeway 
3901 S. State Street 
4000 W. Division 
401 E. 111th Street 
4027 W. Grenshaw 
4040 W. Division 
4208-20 N. Broadway 
4210 S. Berkley 
4217 W. 18th St. 
4217 W. 18th St. 
4255 W. Division 
4300 N. California 
4301 S. Cottage Grove 
4301 S. Wabash 
4314 S. Cottage Grove 
432 E. 134th Street 
4325 S. Richmond Ave. 
4344 S. Wentworth 
4350 N. Milwaukee 
4410 S. LaPorte 
4444 S. Kedzie 
4520 N. Beacon 
4526 S. Wabash 
461 E. 111th Street 
4647 W. Washington 
4650 W. Madison 
4701 N. Winthrop 
4745 S. Ellis 
4753-59 W. Washington 
4754 N. Leavitt 
4800 S. Paulina 
4827 N. Kenmore 
4848 N. Winthrop 
4908 N. Damen 
4910 S. DR MARTIN LUTHER KING JRDrive 
500 E. 67th Street 
500 S. Central 
501 East 32nd Street 
5044 S. Wabash 
5120 N. Broadway 
514 E. 75th St. 
5144 N. Lakewood 
516-18 E. 43rd St 
5160 S. Pulaski 
518 W. 103rd St. 
520 E. 79th 
5242 W. North Ave. 
532 W. 95th Street 
5332 S. Western 
5332 W. Addison 
5401 S. Wentworth 
545 E. Oakwood Blvd. 
545 W. 119th Street 
5467 S. University 
5500 N. St. Louis 
5504 W. Fullerton 
5522 S. Racine 
5610 W. Lake St. 
5611 N. Clark Street 
5923 W. 63rd St. 
5954 S. Albany 
600 N. Leavitt 
600 W. Madison 
615 W. Wellington Ave. 
6225 S. Wabash 
6245 S. Wabash 
6287 S. Archer 
6330 S. Stony Island 
6401 S. Pulaski 
6416 S. Washtenaw 
6422 S. Kedzie 
645 W. 127th St. 
6514-16 W. Higgins Ave. 
6547 S. Stewart Ave. 
6701 S. Emerald 
6759 N. Greenview 
6921 S. Stony Island 
6924 W. North Avenue 
6969 N. Ravenswood 
7 E. 119th St. 
7 N. Homan Avenue 
7037 S. Stony Island 
7059 N. Greenview 
707 E. 37th St. 
710 W. 65th St 
7120 S. Calumet Ave. 
7130 S. Hamlin 
7146-48 S. Ashland Ave. 
7222 S. Exchange 
728 W. Roosevelt (m/c 050) Rm. 287 
7419 S. Cottage Grove 
7428 N. Rogers Ave. 
744 N. Monticello 
7500 S. Pulaski 
7510 N. Ashland 
7559 W. Addison 
7601 S. Phillips 
7800 S. Throop St. 
7825 S. Ellis 
7939 S. Western 
7946 S. Ashland 
7954-58 S. Western 
8128 S. DR MARTIN LUTHER KING JR Drive 
8128 S. Kedzie 
8128 S. Racine Ave. 
817 N. Hamlin 
8225-29 S. Kedzie 
8231 S. Shore Drive 
8236 S. Kedzie 
8316 S. Ellis 
8358 S. Stony Island 
843 W. 103rd Street 
850 W. Eastwood 
8515 S. Stony Island 
8601 S. State St. 
8612 S. Stony Island 
8748 S. Aberdeen 
8938-40 S. Cottage Grove 
9011 S. Cottage Grove 
9214 S. Cottage Grove 
941 E. 132nd Street 
945 W. 69th St. 
950 E. 61st Street 
9501 S. DR MARTIN LUTHER KING JR Drive 
975 E. 132nd Street 
9833 S. Throop St. 
1012 N Kedvale Ave 
1030 W Van Buren St 
1030 W Van Buren St 
1312 S Racine Ave 
1312 S Racine Ave 
1633 N Hamlin Ave 
1701 W Superior St 
1711 W Garfield Blvd 
2001 W Pierce Ave 
2252 S Central Park Ave 
2325 S California Ave 
2325 S California Ave 
2700 S Western Ave 
2700 S Western Ave 
2701 W 18th St 
2929 W 19th St 
2929 W 19th St 
311 N Waller Ave 
3210 W Arthington St 
3210 W Arthington St 
3250 W Adams St 
3449 W Arthington St 
3449 W Arthington St 
3630 S Wells Ave 
3701 W Ogden Ave 
3701 W Ogden Ave 
4000 W Division St 
4312 S CALIFORNIA AVE 
5116 S Prairie AVE 
5423 W Diversey 
7 N Homan Ave 
845 W 69th St 
1 N Ogden Ave 
1 N Ogden Ave 
10 S Kedzie Ave 
10 S Kedzie Ave 
10001 S Woodlawn Ave 
10001 S Woodlawn Ave 
1001 W Roosevelt Rd 
1001 W Roosevelt Rd 
1009 N. Cleveland 
1010 E. 72nd St. 
1018 N. Laramie 
1020 W Bryn Mawr Ave 
1040 N. Keeler 
10414 S. State St. 
10509 S Torrence Ave 
10509 S Torrence Ave 
10530 S Oglesby 
10612 S Wentworth Ave 
10951 S Michigan Ave 
1120 N Lamon Ave 
11223 S Halsted St 
1126 W 99th ST 
1139 W 79th St 
11410 S Edbrooke Ave 
11410 S Edbrooke Ave 
11411 S. Eggleston 
1145 W Wilson Ave 
1155 W 81st St 
11640 S Wentworth Ave 
11640 S Wentworth Ave 
11710 S. Morgan 
11725 S. Perry 
1234 N. Monticello 
124 E 113th St 
124 E 113th St 
1241 W. 19Th St. 
1250 W. Erie 
12607 S. Union 
1300 E 75th St 
1312 S Racine Ave 
1312 S Racine Ave 
1318 W 95th St 
1326 S. Avers Ave 
1326 S. Avers Ave 
1326 W. 14Th Pl. 
1333 W Argyle St 
1340 W. 71St 
1345 N Karlov Ave 
1354 W 61st St 
138 W. 109Th St 
1400 W Augusta Blvd 
1401 S. Hamlin 
1401 S. Hamlin 
1414 W 87th St 
1419 E. 89Th 
1420 W. 17Th St. 
1420 W. 17Th St. 
1424 N. Cleaver 
1434 N. Parkside 
1440 S. Christiana 
1444 W. Augusta 
1449 S Keeler Ave 
1449 S Keeler Ave 
1500 N Mason Ave 
1500 W 69th St 
1501 N Harding Ave 
1504 S. Albany 
1531 W Lawrence Ave 
1539 S Springfield Ave 
1539 S Springfield Ave 
1545 W Morse Ave 
1616 S. Avers 
1624 W. 19Th St. 
1624 W. 19Th St. 
1631 E 71st St 
1631 W. Jonquil Tr. 
1633 N Hamlin Ave 
1636 N Kimball Ave 
1652 W Foster Ave 
1653 W 43rd St 
1701 W Superior St 
1707 W. Morse 
1711 W 35th St 
1711 W 35th St 
1718 S Loomis Blvd 
1718 S Loomis Blvd 
1723 W 35th St 
1723 W 35th St 
1738 W Marquette Rd 
1746 S. Miller 
1754 W Devon Ave 
1814 S Paulina St 
1814 S Paulina St 
1834 N Lawndale Ave 
1839 N. Richmond 
1845 E 79th St 
1855 W 95th St 
1865 W. Montvale 
1900 W Van Buren St 
1900 W Van Buren St 
1900 W. 23rd St. 
1910 W 64th ST 
1935 W 51st St 
1946 W 87th St 
1951 W 19th St 
1951 W 19th St 
2001 S Michigan Ave 
2001 W Pierce Ave 
2020 W Roosevelt Rd 
2020 W Roosevelt Rd 
2021 N. Point St. 
2103 N. Lamon 
2131 W. Monroe 
214 N. Lavergne 
2140 W 79th St 
2141 S Tan Ct 
2141 S Tan Ct 
2141 W 79th St 
2221 S. Lawndale 
224 N. Central 
228 E 61st St 
2300 W. 64th St 
2301 W. 21st Pl. 
2306 W. Maypole 
2325 S California Ave 
2325 S California Ave 
2326 S Dearborn St 
2326 S Dearborn St 
2334 E 75th 
2345 S. Millard 
2401 S Wabash Ave 
2414 S Albany Ave 
2414 S Albany Ave 
2424 W Touhy Ave 
2434 S Kildare Ave 
2434 S Kildare Ave 
2434 W 71st St 
2450 W. Rice 
249 E. 37Th 
25 W. 47Th St. 
2507 N Greenview Ave 
2550 E 73rd St 
2610 N Francisco Ave 
2610 W 25th Pl 
2610 W 25th Pl 
2620 W. Hirsch St. 
2649 W 51st St 
2651 W. Washington 
2653 W Ogden Ave 
2653 W Ogden Ave 
2700 S Western Ave 
2700 S Western Ave 
2710 S.Dearborn 
2714 W. Augusta Blvd. 
2718 W 59th St 
2725 E 130th 
2728 S. Kostner 
2739 W Division St 
2745 W. Roosevelt Rd. 
2814 W Marquette Rd 
2820 N Leavitt St 
2820 W North Ave 
2850 W. 24Th St. 
2908 W. Washington 
2921 W Division St 
2929 S Wabash Ave 
2929 W 19th St 
2929 W 19th St 
2950 W 25th St 
2950 W 25th St 
2957 N. Hoyne 
2974 N Clybourn Ave 
30 E. 61St 
3001 W 59th St 
301 N Mayfield Ave 
3012 E 92nd St 
3030 W. Arthington 
3038 W 59th St 
3039 E 91st St 
3050 E 92nd St 
3151 W. Walnut 
316 N Pulaski Rd 
32 E. 115Th St. 
3215 W 63rd St 
3221 N. Sacramento 
3222 W Division Ave 
3249 N Central Ave 
3255 W Altgeld St 
338 E 103rd 
338 E 103rd 
3401 W McLean Ave 
3411 W Fifth Ave 
3415 W 13th Pl 
3415 W 13th Pl 
3418 W 79th St 
3430 W Roosevelt Rd 
3444 W. Wabansia 
3449 W Arthington St 
3449 W Arthington St 
3460 W 79th St 
3473 W Columbus 
3500 W Fullerton Ave 
3500 W. Douglas 
3527 S. Wallace 
3601 S Rhodes St 
3615 W. 16Th St. 
3625 S. Hoyne Ave 
3630 S Wells Ave 
3651 W. Schubert 
37 W 47th St 
3701 W Ogden Ave 
3701 W Ogden Ave 
3740 W. 31St St. 
3800 N Austin Ave 
3801 S Wabash Ave 
3826 W. 58Th 
3849 W. 69Th St 
3863 W Harrison St 
3901 S State St 
4000 W Division St 
410 N. Monticello 
4214 S. St Lawrence 
4217 W. 18Th St. 
4217 W. 18Th St. 
4220 N. Richmond 
4225 S. Lake Park 
4255 W Division St 
4257 W. Adams 
4300 N California Ave 
4301 S Cottage Grove Ave 
4301 S Wabash Ave 
431 N. Troy 
4314 S Cottage Grove Ave 
4344 S Wentworth Ave 
4410 S Laporte Ave 
4421 S. State St. 
4425 N. Magnolia Ave 
4436 S. Union 
4444 S Kedzie Ave 
4444 S. Evans Ave 
4520 N Beacon St 
4520 S. Kedzie 
4525 N. Kenmore 
4526 S Wabash Ave 
461 E 111th St 
461 E 111th St 
4647 W Washington Blvd 
4650 W Madison St 
4701 N Winthrop Ave 
4728 N. Wolcott Ave 
4753 W Washington Blvd 
4754 N Leavitt St 
4800 S Paulina St 
4837 W. Erie 
4848 N Winthrop Ave 
4865 N. Sheridan Rd 
4909 W Division St 
4910 S Dr. Martin Luther King Dr 
4935 S. Indiana 
4941 W Chicago Ave 
50 W 71st St 
500 E 67th St 
500 S Central Ave 
5010 W Chicago Ave 
511 W Elm St 
512 S. Lavergne 
5120 N. Winthrop 
5121 N Kimball Ave 
514 E 75th St 
5160 S Pulaski RD 
5300 S. Hermitage 
532 W 95th St 
5332 S Western Ave 
5332-34 W Addison Ave 
535 E. 35th St 
5365 W North Ave 
540 N Lakeshore Dr 
5401 S Wentworth Ave 
5423 W Diversey 
5445 W North Ave 
545 w 119th st 
5450 W Van Buren St 
55 W. Cermack 
5522 S Racine Ave 
5610 W Lake St 
5627 S Michigan Ave 
5654 W Division St 
5701 W Midway Park 
5900 W Iowa St 
5923 W 63rd St 
600 N Leavitt St 
6006 S. Peoria 
6020 S. Langley 
6100 W North Ave 
6145 S. Ingleside 
6224 W North Ave 
6225 S Wabash Ave 
6245 S Wabash Ave 
6287 S Archer Ave 
630 E. 131St St. 
6311 S. Calumet 
6330 S Stony Island Ave 
6350 S. Stewart 
638 W. 54Th Pl. 
6401 S Pulaski RD 
6422 S Kedzie Ave 
644 W. 71St St. 
645 w 127th st 
6450 S. Lowe 
6550 S. Seeley 
6657 S. Kimbark 
6701 S Emerald Ave 
6723 S. Wood 
6800 S Wentworth Ave 
6824 S Ridgeland Ave 
6921 S Stony Island Ave 
6940 S. Merrill 
7 E 119th St 
7 E 119th St 
7 N Homan Ave 
7025 S. Princeton 
7050 S. May 
7050 S. Washtenaw 
7059 N Greenview Ave 
707 E 37th St 
7141 S. Morgan 
7146 S Ashland Ave 
7222 S Exchange Ave 
723 E 75th St 
7240 S. Wabash 
7320 S Yale Ave 
7350 S Jeffery Blvd 
7350 S. Evans 
7414 N. Wolcott 
7419 S Cottage Grove Ave 
7424 S. Morgan 
7433 S. Dorchester 
744 N Monticello Ave 
7510 N Ashland Ave 
7601 S Phillips Ave 
7638 N Paulina Ave 
7650 S. Wolcott Ave. 
7736 S. Burnhan 
7736 S. Burnhan 
7801 S Wolcott Ave 
7831 S. Prairie 
7939 S Western Ave 
8128 S Dr. Martin Luther King Dr 
8128 S Kedzie Ave 
8130 S Racine Ave 
8236 S Kedzie Ave 
8316 S Ellis Ave 
834 E. 50Th St. 
8358 S Stony Island Ave 
8407 S. Kerfoot 
844 W 32nd St 
845 W 69th St 
849 N. Leamington 
850 W Eastwood Ave 
8501 S Ashland Ave 
8524 S. Green 
857 E Pershing Rd 
8601 S State St 
8716 S Colfax Ave 
8716 S. Wallace 
8748 S Aberdeen St 
8751 S Greenwood Ave 
8802 S Stony Island Ave 
8938 S Cottage Grove 
8939 S Cottage Grove Ave 
902 E. 133rd Pl 
902 E. 133rd Pl 
9040 S Vincennes Ave 
9129 S Burley Ave 
919 N Lavergne Ave 
932 N. Central Av 
939 W 87th St 
941 E 132nd Pl 
941 E 132nd Pl 
945 W 69th St 
9501 S Dr. Martin Luther King Dr 
955 W. Garfield 
975 E 132nd St 
975 E 132nd St 
1326 S. Avers Ave 
1326 S. Avers Ave 
1401 S. Hamlin 
1401 S. Hamlin 
1420 N. Hudson 
3905 W. Wilcox 
4055 W. Arthington 
4055 W. Arthington 
1212 S. Plymouth 
1212 S. Plymouth 
30 E. 61St 
4217 W. 18Th St. 
4217 W. 18Th St. 
4865 N. Sheridan Rd 
6145 S. Ingleside 
7650 S. Wolcott Ave. 
7736 S. Burnhan 
902 E. 133rd Pl 
902 E. 133rd Pl 
1000 W. 52nd St. 
1003 N. Leavitt 
10041 S. Union 
10115 S. Prairie 
10309 S. Morgan 
10347 S. Ewing Ave. 
10354 S. Charles St. 
1045 S. Monitor Ave 
10540 S. Morgan 
10740 S. Calhoun 
10810 S. Ave. H 
10841 S. Homan Ave 
10845 S. Union 
110 N. Paulina 
1104 W. 31St. St. 
1119 E. 46th St. 
11311 S. Forrestville 
1140 W. 66th St. 
1148 N. Honore 
11533 S. Ada 
11941 S. Parnell Ave 
12339 S. Normal Av. 
1241 West 58th St 
12450 S. State St. 
12810 S. Escanaba 
1313 N. Claremont 
13231 S.Burley 
139 S. Parkside Ave 
1409 N. Ogden 
1414 E. 61st Pl. 
1420 W. 17Th St. 
1420 W. 17Th St. 
1420 W. Grace 
1423 W. Bryn Mawr 
1424 N. Cleaver 
1425 N. Tripp 
1431 N. Leamington 
1441 W. 119th St. 
1460 W. 112Th St. 
1518 W. Granville 
1540 W. 84Th St. 
1556 E. 56Th St. 
160 W. Wendell 
1621 W. Wabansia 
1624 W. 19Th St. 
1624 W. 19Th St. 
1630 W. Barry 
1632 W. Wrightwood 
1711 N. California 
1726 W. Berteau 
1839 N. Richmond 
1840 W. Ohio 
1841 N. Springfield 
1850 N. Newland 
2009 W. Schiller St. 
2015 S. Peoria 
2035 N. Mobile 
2110 W. Greenleaf 
2121 N. Keeler 
2128 S. St Louis Ave 
2135 W. Foster 
2200 N. Hamlin 
223 N. Keeler Av. 
2230 W. Mclean 
2233 S. Kedzie 
2233 W. Ohio St. 
2236 N. Rockwell 
230 N. Kolmar 
2317 W. 23rd Pl. 
2345 S. Christiana 
2400 S. Marshall Bl 
2410 S. Leavitt 
245 W. 51St. St. 
245 W. 57Th St. 
247 W. 23Rd Pl 
2510 S. Kildare 
2541 W. 80th St 
2554 W. 113Th St 
2620 S. Lawndale 
2701 S. Shields 
2701 W. Foster 
2712 S. Sawyer 
2714 W. Augusta Blvd. 
2723 N. Fairfield 
2727 N. Long 
2744 W. Pershing Rd 
2815 S. Komensky 
2819 W. 21st Place 
2828 N. Kilbourn 
2828 N. Oak Park Ave 
2833 W. Adams Street 
2851 N. Seminary 
2945 N. Sawyer 
3000 S. Lawndale Ave 
3014 W. 39th Pl 
3020 N. Lamon 
3030 W. Harrison St 
3040 S. Parnell 
3113 S. Rhodes 
3116 W. Belden 
3121 W. Byron 
3149 N. Wolcott 
3221 N. Sacramento 
3244 W. Ainslie 
3252 N. Broadway 
3320 W. Hirsch 
3330 W. 71st St. 
3400 N. Austin 
3419 S. Bell Av. 
3425 N. Major 
3434 W. 77th 
3436 N. Osceola 
3500 N. Hoyne 
3501 W. Potomac 
3539 W. Grace 
3542 S. Washtenaw Ave. 
3600 West 5th Ave 
3611 E. 114Th St. 
3650 W. School 
3651 W. Schubert 
3715 W. Polk Street 
3810 W. 81st Pl. 
3813 S. Dearborn 
3815 N. Kedvale 
3825 S. Washtenaw Ave. 
4046 N. Leavitt 
409 W. 80Th St. 
4127 W. Hirsch 
4140 N. Marine Dr. 
4201 W. Henderson 
4220 N. Richmond 
4247 W. 15Th St. 
4250 N. St. Louis 
4251 N. Clarendon 
4257 N. Tripp 
4310 N. Melvina 
4316 S. Princeton 
4320 W. Fifth Ave 
4332 N. Paulina St. 
4340 S. Lamon 
4409 W. Wilcox St 
4416 N. Troy 
4425 N. Magnolia Ave 
4444 S. Evans Ave 
4540 N. Campbell 
4540 N. Hamlin 
4600 S. Hermitage 
4619 S. Wolcott 
4650 N. Menard 
4728 N. Wolcott Ave 
4747 S. Bishop 
4747 S. Marshfield 
4747 S. Winchester 
4815 S. Karlov 
4918 W. 64Th St. 
4950 N. Avers 
5024 S. Wolcott 
5025 N. Laramie 
5051 N. Kenneth 
5200 N. Ashland 
5221 W. Congress 
525 N. Armour St. 
5250 S. Rockwell 
5300 S. Loomis 
5330 W. Berteau 
54 N. Hermitage 
5411 W. Fullerton 
5414 N. Linder 
5424 N. Oketo 
5450 S. Talman 
5500 W. Madison 
5510 N. Christiana 
5516 S. Maplewood 
5625 N. Mcvicker 
5625 S. Mobile 
5631 S Kimbark 
5650 S. Wolcott 
5740 S. Michigan Ave. 
5900 N. Nina 
5900 N. Winthrop 
6010 S. Throop 
6011 S. Rockwell 
6041 W. Diversey 
6108 S. Natoma Ave. 
6140 S. Melvina 
6206 N. Hamlin 
6206 S. Racine 
6220 N. Olcott 
6333 W. Bloomingdale 
6420 S. University 
6445 W. Strong 
6448 S. Tripp 
646 N. Lawndale 
650 E. 85Th St 
650 E. 91st Pl. 
6543 S. Champlain 
6550 S. Richmond 
6615 S. Kenwood Ave 
6634 W. Raven St. 
6656 S. Normal Blvd. 
6700 N. Greenview 
6710 N. Washtenaw 
6741 S. Michigan 
6938 S. East End Av. 
6950 S. Sangamon 
7037 S. Rhodes 
720 N. Lorel 
7316 S. Hoyne 
7345 N. Washtenaw 
7350 W Pratt 
7355 S. Jeffery 
740 S. Campbell Ave 
744 E. 103rd St. 
749 S. Oakley Blvd 
7507 W. Birchwood 
751 S. Sacramento 
7525 S. Harvard 
7646 S. Green 
8010 S. Kostner 
8045 S. Kenwood 
8050 S. Chappel 
8101 S. LaSalle St. 
8150 S. Bishop 
8255 S. Houston Ave. 
8300 S. St Louis Ave. 
8306 S. St. Lawrence 
832 W. Sheridan 
8331 S. Mackinaw 
8441 S. Yates 
851 W. Waveland 
8530 S. Wood St. 
8546 S. Cregier 
8601 W. Foster 
8914 S. Buffalo 
9000 S. Exchange 
9025 S. Throop 
9101 S. Jeffery 
911 West 32nd Place 
9130 S. University 
917 W. 88Th St. 
9239 S. Jeffery 
9301 S. State St. 
936 E. 54Th 
9746 S. Morgan 
9755 S. Greenwood 
9810 S. Exchange 
9811 S. Lowe 
9912 S. Avenue 
9928 S. Crandon 
1001 W Roosevelt Rd 
1001 W Roosevelt Rd 
1073 W Maxwell St 
1112 W Foster Ave 
1124 W Ainslie St 
1312 S Racine Ave 
1312 S Racine Ave 
1347 W Erie St 
1507 W Sunnyside Ave 
1512 S Pulaski St 
1539 S Springfield Ave 
1539 S Springfield Ave 
1653 W 43rd St 
1701 W Superior St 
1814 S Paulina St 
